close,date,future
0.5185940217971994,2021-10-26,0.5827146442680371
0.5827146442680371,2021-10-27,0.579294692695401
0.579294692695401,2021-10-28,0.5996845431004882
0.5996845431004882,2021-10-29,0.5574663384362832
0.5574663384362832,2021-11-01,0.5754292269344623
0.5754292269344623,2021-11-02,0.5862460451941998
0.5862460451941998,2021-11-03,0.6017401959795106
0.6017401959795106,2021-11-04,0.6071648197866077
0.6071648197866077,2021-11-05,0.6088260807347896
0.6088260807347896,2021-11-08,0.6077819688115993
0.6077819688115993,2021-11-09,0.5797076359163456
0.5797076359163456,2021-11-10,0.5785289917366747
0.5785289917366747,2021-11-11,0.6055498662572354
0.6055498662572354,2021-11-12,0.6034524375722534
0.6034524375722534,2021-11-15,0.5981068337642259
0.5981068337642259,2021-11-16,0.5996937479390896
0.5996937479390896,2021-11-17,0.6163202354852617
0.6163202354852617,2021-11-18,0.6078561739720159
0.6078561739720159,2021-11-19,0.5834988965168677
0.5834988965168677,2021-11-22,0.578672870444658
0.578672870444658,2021-11-23,0.5818097378270788
0.5818097378270788,2021-11-24,0.5452714850314808
0.5452714850314808,2021-11-26,0.5763388066011721
0.5763388066011721,2021-11-29,0.5426219076433225
0.5426219076433225,2021-11-30,0.5347703219293172
0.5347703219293172,2021-12-01,0.5525383510749515
0.5525383510749515,2021-12-02,0.5435869995674434
0.5435869995674434,2021-12-03,0.5542923684736543
0.5542923684736543,2021-12-06,0.5924780041530815
0.5924780041530815,2021-12-07,0.6009883730851369
0.6009883730851369,2021-12-08,0.5959026289514691
0.5959026289514691,2021-12-09,0.5992714582666425
0.5992714582666425,2021-12-10,0.5790859552785039
0.5790859552785039,2021-12-13,0.5612714771011584
0.5612714771011584,2021-12-14,0.5847888484371635
0.5847888484371635,2021-12-15,0.566264606397207
0.566264606397207,2021-12-16,0.5410209737912046
0.5410209737912046,2021-12-17,0.5399257396105517
0.5399257396105517,2021-12-20,0.5572390497292821
0.5572390497292821,2021-12-21,0.5845475400529079
0.5845475400529079,2021-12-22,0.5892019312884287
0.5892019312884287,2021-12-23,0.5983897763415396
0.5983897763415396,2021-12-27,0.5870719316360884
0.5870719316360884,2021-12-28,0.5867749693815205
0.5867749693815205,2021-12-29,0.582556887495701
0.582556887495701,2021-12-30,0.5700418473204749
0.5700418473204749,2021-12-31,0.5713364724665222
0.5713364724665222,2022-01-03,0.5658423167247597
0.5658423167247597,2022-01-04,0.5043619251905773
0.5043619251905773,2022-01-05,0.5041067387419689
0.5041067387419689,2022-01-06,0.49732716269276067
0.49732716269276067,2022-01-07,0.5126635567057354
0.5126635567057354,2022-01-10,0.5225614488472603
0.5225614488472603,2022-01-11,0.5382877031782254
0.5382877031782254,2022-01-12,0.5118979973599105
0.5118979973599105,2022-01-13,0.520190282423566
0.520190282423566,2022-01-14,0.48787011151378734
0.48787011151378734,2022-01-18,0.479689134190757
0.479689134190757,2022-01-19,0.4629002166464973
0.4629002166464973,2022-01-20,0.4354663989049923
0.4354663989049923,2022-01-21,0.4396659295007075
0.4396659295007075,2022-01-24,0.4037587037944539
0.4037587037944539,2022-01-25,0.42508588999495633
0.42508588999495633,2022-01-26,0.4229699100198703
0.4229699100198703,2022-01-27,0.4633039550288405
0.4633039550288405,2022-01-28,0.4814246002993554
0.4814246002993554,2022-01-31,0.5031461784306981
0.5031461784306981,2022-02-01,0.5992575802022897
0.5992575802022897,2022-02-02,0.5536890975130153
0.5536890975130153,2022-02-03,0.5555731155553487
0.5555731155553487,2022-02-04,0.5175963589057202
0.5175963589057202,2022-02-07,0.5194339279163425
0.5194339279163425,2022-02-08,0.5397865341283197
0.5397865341283197,2022-02-09,0.5122041644530799
0.5122041644530799,2022-02-10,0.47194899783027777
0.47194899783027777,2022-02-11,0.4834895996298805
0.4834895996298805,2022-02-14,0.49353604370514015
0.49353604370514015,2022-02-15,0.5040186555171997
0.5040186555171997,2022-02-16,0.4557680244724087
0.4557680244724087,2022-02-17,0.43594434244775204
0.43594434244775204,2022-02-18,0.43047341122184535
0.43047341122184535,2022-02-22,0.4098190279166469
0.4098190279166469,2022-02-23,0.4571786305848322
0.4571786305848322,2022-02-24,0.47359170748835555
0.47359170748835555,2022-02-25,0.47913698548758066
0.47913698548758066,2022-02-28,0.46989787656410553
0.46989787656410553,2022-03-01,0.4746311461857944
0.4746311461857944,2022-03-02,0.4683945140011614
0.4683945140011614,2022-03-03,0.4498978864770087
0.4498978864770087,2022-03-04,0.3985940104681671
0.3985940104681671,2022-03-07,0.40533181071141566
0.40533181071141566,2022-03-08,0.4639443285696876
0.4639443285696876,2022-03-09,0.45475181029082545
0.45475181029082545,2022-03-10,0.4310023354091659
0.4310023354091659,2022-03-11,0.3946264418052048
0.3946264418052048,2022-03-14,0.4247610299987814
0.4247610299987814,2022-03-15,0.46264970342364053
0.46264970342364053,2022-03-16,0.4678330188464821
0.4678330188464821,2022-03-17,0.48905342891920944
0.48905342891920944,2022-03-18,0.4888306718250581
0.4888306718250581,2022-03-21,0.5237865420586423
0.5237865420586423,2022-03-22,0.5090069699745952
0.5090069699745952,2022-03-23,0.5396010212272782
0.5396010212272782,2022-03-24,0.5405383570226934
0.5405383570226934,2022-03-25,0.5385198067238797
0.5385198067238797,2022-03-28,0.5482644737059181
0.5482644737059181,2022-03-29,0.5430024215098102
0.5430024215098102,2022-03-30,0.5163573876299856
0.5163573876299856,2022-03-31,0.5264083633180949
0.5264083633180949,2022-04-01,0.5525893317195125
0.5525893317195125,2022-04-04,0.5304965861731852
0.5304965861731852,2022-04-05,0.49297454855046086
0.49297454855046086,2022-04-06,0.4868538973322041
0.4868538973322041,2022-04-07,0.46271470374545576
0.46271470374545576,2022-04-08,0.42128542455583284
0.42128542455583284,2022-04-11,0.410993069677017
0.410993069677017,2022-04-12,0.43122041927756594
0.43122041927756594,2022-04-13,0.4018562052684671
0.4018562052684671,2022-04-14,0.4106403827456857
0.4106403827456857,2022-04-18,0.4322877557166118
0.4322877557166118,2022-04-19,0.41401388528661065
0.41401388528661065,2022-04-20,0.3840789004777807
0.3840789004777807,2022-04-21,0.33601392394693286
0.33601392394693286,2022-04-22,0.36792575405506756
0.36792575405506756,2022-04-25,0.32686778389333093
